tweet,tfidf kata 1,tfidf kata 2,tfidf kata 3,tfidf kata 4,tfidf kata 5,label
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
kangen merapi gak suasana candi prambanan berlatar belakang gunung merapi,0.35334120347560366,0.365198304662195,0.3601831680331872,0.34717336596389037,0.13619288880976987,gunung
gunung ledang checked,0.7063798331504753,0.19416019612047575,0.6806830022563843,,,gunung
pasca erupsi gunung merapi polisi bersihkan jalan dampak abu vulkaniknya gt,0.253038590825563,0.353410677431183,0.3958201077204481,0.20913898767921585,0.38142088240959965,gunung
mereka menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,0.31214989397546916,0.2781028144856076,0.28830954837648304,0.37286336041299667,0.30530679919490633,gunung
namanya doa kapan terkabulnya pas pulang kampus barusan jalan mikir liat gunung merapi erupsi malam pasti keliatan banget tiba tiba an erupsi gunungnya keliatan jelas banget lava nya ngalir sampe bawah,0.14253309862047225,0.3276313809542374,0.20882145205361524,0.17735430903566457,0.17400024163842293,gunung
warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
buang taik kucen duduk rumah tinggi gunung kinabalu,0.3849175612241129,0.3752164312013706,0.13679502881146707,0.3923299744853214,0.3963915627036328,gunung
mohon maap sibuk pindah rumah baru pindah deket gunung biar gampang kalo healing tmi,0.20516539289126684,0.23870228199005228,0.2218830735973738,0.27074505720620917,0.07955782748062332,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
kangen merapi gak suasana candi prambanan berlatar belakang gunung merapi,0.35334120347560366,0.365198304662195,0.3601831680331872,0.34717336596389037,0.13619288880976987,gunung
oo camni rupanya buang taik kucen duduk rumah tinggi gunung kinabalu,0.3039031837991806,0.3508308238582075,0.2962438702282815,0.10800350249413665,0.30975549145319525,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
kondisi jalanan sekitar ketep jl magelang selo boyolali imbas erupsi gunung merapi pakai masker keluar,0.28541742660206953,0.18045386305339162,0.09387521505949495,0.2991706295717468,0.29408388120777795,gunung
drawing walaupun cuma bisa gambar gunung matahari sawah,0.32980771788342134,0.3175500229893891,0.47373135019975293,0.38802448587893396,0.12386221886978922,gunung
romo kevas pengurus psi jabar sabtu maret wib korban begal sekitar vila nusa indah cluster gar,0.2750831158912886,0.2750831158912886,0.2750831158912886,0.23139593060545657,0.264317791718312,gunung
gunung merapi malam ini,0.2706914709522254,0.6448343589899899,0.6344506762837868,0.3292219864813635,,gunung
generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,0.24393877603540673,0.2616626667548005,0.2635081945498622,0.2616626667548005,0.2598895315340162,gunung
pertambangan merusak bencana pakai data,0.340004074564794,0.4767847537024931,0.5012305575546455,0.39320399827965813,0.5012305575546455,gunung
efek gunung erupsi mngkn,0.6235153316415729,0.3418831303576973,0.17785350695455213,0.6802298776507014,,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
kangen merapi gak suasana candi prambanan berlatar belakang gunung merapi,0.35334120347560366,0.365198304662195,0.3601831680331872,0.34717336596389037,0.13619288880976987,gunung
beginiah kondisi terkini salah desa terdampak erupsi gunung merapi parah desa jombong kec,0.32474876080068976,0.4935745074565524,0.20240194018402421,0.10529298371192278,0.31591706668584935,gunung
setelah sekian suku hari hilang recovery diri semula nk story pasal pengalaman amp member guide gogo ranger potte,0.17551145999907514,0.23095653555825804,0.2625227168134929,0.24324397396390707,0.1523285482024769,gunung
beginiah kondisi terkini salah desa terdampak erupsi gunung merapi parah desa jombong kec,0.32474876080068976,0.4935745074565524,0.20240194018402421,0.10529298371192278,0.31591706668584935,gunung
kangen merapi gak suasana candi prambanan berlatar belakang gunung merapi,0.35334120347560366,0.365198304662195,0.3601831680331872,0.34717336596389037,0.13619288880976987,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
abu vulkanis gunung merapi selimuti tanaman cabai tlogolele boyolali,0.24669680173919895,0.3224972850476845,0.40568578641818676,0.10607096542904333,0.12900625876279975,gunung
pulau pandan jauh tengah gunung daik bercabang hancur badan dikandung tanah budi baik dikenang til gunung,0.2582435397626391,0.23924006251744534,0.281209731236933,0.281209731236933,0.277974604428525,gunung
ngasih gunung merapi meletus dikira pantun,0.5025655575816975,0.18606247378660198,0.4085261663183452,0.2262940055487483,0.5025655575816975,gunung
 bencana bot melaporkan letusan gunung api sekitarmu silahkan kirim pesan melalui whatsapp facebook messenger telegram link bio,0.20634638381927758,0.23847832410442124,0.25419094875072273,0.26106352517246684,0.25864641863309534,gunung
terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,0.17689165226335235,0.3102597994174587,0.31224824338130763,0.28554697812956836,0.18475518140224176,gunung
ini insinyur sering ngelantur dah kemaren video cgi dibilang asli video kejadian gunung sinabung diklaim gunung merapi,0.22630402299315613,0.3272778119906252,0.2727038712222059,0.2912063992153791,0.3272778119906252,gunung
mksdnya gimana gunung punya pasangan gunung lain merapi semeru gitu,0.3705868368900455,0.344613678120276,0.23256907979951258,0.2916304264630952,0.14142827289015628,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
tolonglaa habis period b hiking gunung alai nak solat subuh kat puncak,0.34717460708200276,0.2659132574056274,0.09077258059930382,0.2948591341944504,0.31822873029317966,gunung
maaf baru hadir baru turun gunung terimakasih,0.6407769274513436,0.12423835114032981,0.3495852411226805,0.4035669406898488,0.4355523713887737,gunung
gunung merapi malam ini,0.2706914709522254,0.6448343589899899,0.6344506762837868,0.3292219864813635,,gunung
siaran pers bnpb maret gunung merapi kembali muntahkan awan panas guguran potensi bahaya km masyarakat sekitar,0.1443533184551423,0.2704906847836553,0.3709405620218323,0.15077039077847296,0.09698644825059073,gunung
turun gunung langsung ngegas prabowo senior menhan nya jokowi junior gak suaranya tuh,0.22736461713949027,0.08919302877794844,0.23433615185469536,0.32449574137872667,0.24464843669302663,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
kangen merapi gak suasana candi prambanan berlatar belakang gunung merapi,0.35334120347560366,0.365198304662195,0.3601831680331872,0.34717336596389037,0.13619288880976987,gunung
per malam energi bumi gunung berapi indonesia mendadak besar secara metafisika biasanya urutan terb,0.2644918570870266,0.22679486528449158,0.24355742565286437,0.27329535250139997,0.31199118655225005,gunung
anyone pls if happen u apalagi u dilapangan terbuka naik gunung etc better ruuuuun,0.278467644376922,0.21577046769984357,0.278467644376922,0.278467644376922,0.278467644376922,gunung
mereka menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,0.31214989397546916,0.2781028144856076,0.28830954837648304,0.37286336041299667,0.30530679919490633,gunung
gunung merapi pesonanya,0.24177410495929225,0.2940519360822421,0.9247046777525342,,,gunung
generasi muda diajarkan menyadarkan orang orang tua menyebalkan bapak ir benny dwika lonanda st m,0.24393877603540673,0.2616626667548005,0.2635081945498622,0.2616626667548005,0.2598895315340162,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,0.17689165226335235,0.3102597994174587,0.31224824338130763,0.28554697812956836,0.18475518140224176,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
mitosnya jaga gunung merapi mbah petruk,0.13995778744910745,0.44603103554097423,0.45462882908642616,0.1702202904489141,0.5352914894003024,gunung
wingi pesawat saiki gunung padahal gelare insinyur loh,0.4201891451084651,0.10986302645199408,0.3568711679864418,0.3568711679864418,0.31202450120729597,gunung
udah tu kata pasti bikin eneg semangat se ayo coba nanjakk gunung gunung indonesiaaa,0.29288383956588004,0.21892784236991802,0.25011345287631315,0.3514962283114419,0.18380503103566787,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
kangen merapi gak suasana candi prambanan berlatar belakang gunung merapi,0.35334120347560366,0.365198304662195,0.3601831680331872,0.34717336596389037,0.13619288880976987,gunung
gunung e gek turu awas yen tangi medeni,0.3755719417537414,0.31386622997089714,0.394828341941011,0.10323216836899765,0.394828341941011,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
acehkini rt seekor harimau sumatera ditemukan mati kabupaten aceh selatan harimau diduga mati setelah terjerat bagian leher kawasan gunung padang keubeu gampong bukit meuh kecamatan meukek sabtu newsupdate update news,0.1604758109215797,0.20456399358647742,0.1626168201075369,0.15190534740567055,0.17753144815136465,gunung
gunung kelud,0.29422410423540446,0.9557364576528793,,,,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
gambaran umum temperatur jawa suhu puncak pukul siang nanti wilayah gunung pegunungan memang tempat terbaik bu,0.30613459706535245,0.3003450784640416,0.0942437393444436,0.19540521355718748,0.24602905309664566,gunung
jalur evakuasi bencana erupsi gunung merapi sleman dalam kondisi sudah siap,0.3185880966238179,0.29503642705496685,0.23605050392573435,0.40759520445879965,0.12279754750594678,gunung
mereka menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,0.31214989397546916,0.2781028144856076,0.28830954837648304,0.37286336041299667,0.30530679919490633,gunung
turun gunung langsung ngegas prabowo senior menhan nya jokowi junior gak suaranya tuh,0.22736461713949027,0.08919302877794844,0.23433615185469536,0.32449574137872667,0.24464843669302663,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
mbah marijan bangkit gunung merapi,0.5546635429571612,0.15821400258923576,0.6051153753825321,0.5139310077217126,0.19242397271833056,gunung
sejak kemarin gunung merapi muntahkan kali awan panas guguran,0.24079643864541608,0.25150078668898573,0.1617835432225788,0.3762715133741723,0.4124072684631832,gunung
terjadi awan panas guguran gunung merapi maret pukul wib jarak luncur m mengarah barata daya k beb,0.17689165226335235,0.3102597994174587,0.31224824338130763,0.28554697812956836,0.18475518140224176,gunung
lewat gunung himalaya,0.20391244932249167,0.7418597879884211,0.6387986912768976,,,gunung
sejak kemarin gunung merapi muntahkan kali awan panas guguran,0.24079643864541608,0.25150078668898573,0.1617835432225788,0.3762715133741723,0.4124072684631832,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
dahsyatnya letusan gunung sinabung tinggi kolom km disertai luncuran awan panas km suara bergemuruh b,0.1273962948857511,0.25074159749069397,0.3273665872745732,0.3273665872745732,0.3273665872745732,gunung
 bencana bot melaporkan letusan gunung api sekitarmu silahkan kirim pesan melalui whatsapp facebook messenger telegram link bio,0.20634638381927758,0.23847832410442124,0.25419094875072273,0.26106352517246684,0.25864641863309534,gunung
mentue gunung kembang alhamdulillah selamat kebunnye tebenub bibikan pulau pinang juge alhamdulillah selamat gale sawah nye tebenub,0.39713568876270483,0.23830556328212546,0.23830556328212546,0.06230758387574077,0.23830556328212546,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
hidup erupsi gunung sinabung sumut ,0.3331821276587108,0.17332709512950337,0.5136614705787412,0.44436490436941817,0.6305863250264991,gunung
sejak kemarin gunung merapi muntahkan kali awan panas guguran,0.24079643864541608,0.25150078668898573,0.1617835432225788,0.3762715133741723,0.4124072684631832,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
video kejadian awanpanas guguran merapi tanggal maret pukul wib stasiun cctv tunggularum sleman masyara,0.32870246597029307,0.32278034487882806,0.17991643139916313,0.2195737409447125,0.17859235083590394,gunung
semarang erupsi gunung merapi berlangsung membuat polda jateng menyiagakan pasukan bersiap mengirim personel daerah terdampak satuan brimob polda jateng diikuti ratusan personel markas komando jajaran satbrimob polda jateng minggu ,0.14971487423630708,0.17017728221850448,0.17017728221850448,0.1223857839275767,0.17660173652203323,gunung
mendaki gunung lewati lembah sungai mengalir indah,0.12909159442908819,0.33491748161587165,0.39814937180742616,0.4696518686938618,0.370236421518178,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
citra satelit sar kawasan gunung merapi,0.5159745721128077,0.14717823683346085,0.4036966347020651,0.1790019882292055,0.5008656145203245,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
gunung nih mas,0.243652107694945,0.6920019393862389,0.6795343746283149,,,gunung
gunung merapi pasca erupsi sabtu maret ,0.42174109104702484,0.2193969968365351,0.33855381290953257,0.26683631690529885,0.534256364578748,gunung
ini video gunung merapi berapa,0.7197299232072046,0.20529806470920306,0.4890558446224886,0.24968883004175677,0.371915865834963,gunung
 bencana bot melaporkan letusan gunung api sekitarmu silahkan kirim pesan melalui whatsapp facebook messenger telegram link bio,0.20634638381927758,0.23847832410442124,0.25419094875072273,0.26106352517246684,0.25864641863309534,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
awanpanas guguran gunung merapi maret pukul wib terekam cctv induk frekom kemirikebo turi sleman,0.30398065108336053,0.2985039345644746,0.34109614588322473,0.16638486053297563,0.10703080745790078,gunung
tau kakk gunung batuu kalo cod an borma rancabelut gimana kak,0.24303648813638895,0.3560662950981583,0.3560662950981583,0.3560662950981583,0.29669184261045334,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis hingga,0.2589682571170339,0.16572775726973907,0.21403991761811475,0.2737049115949926,0.3548522365982826,gunung
bisa kaak bahkan pembalut bisa ditaruh sepatu biar lecet kaki nya tiap naik gunung selalu nempelin pembalut sepatu gunung nambah grip lecet bisa ngilangin bau kaki kalo pake sepatu gunung persewaan bermanfaat bgtt,0.1302633389406027,0.1599152065964504,0.1458985736534535,0.15409777831147947,0.1318819407104566,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
bareng tokoh agama ganjar doakan warga sekitar gunung merapi,0.40622951431579357,0.3487810076076095,0.47830491126889035,0.39177060418362214,0.12505802620219603,gunung
tahukah ditemukan situs megalitik gunung padang membuktikan bangsa indonesia ras memiliki keunggulan,0.3021966322420019,0.2725304443290113,0.0930314342540777,0.193853438688615,0.3558139629852311,gunung
ini gunung mending konsepnya kek gunung jawa tiap daki barang bawaan list kalo pas turun kurang dikenakan denda,0.24414429868393778,0.28798946884518245,0.2571333575339851,0.28798946884518245,0.30275532285415485,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis m,0.2695920496734994,0.17252649520651364,0.22282059100601254,0.2849332537665076,0.24865793599143102,gunung
mandali salah kata istilah populer setiap kali gunung merapi batuk memuntahkan lava dalam pe,0.30178967277970653,0.26220399104814973,0.109132310773901,0.30178967277970653,0.2538167907252592,gunung
beginiah kondisi terkini salah desa terdampak erupsi gunung merapi parah desa jombong kec,0.32474876080068976,0.4935745074565524,0.20240194018402421,0.10529298371192278,0.31591706668584935,gunung
mahaguru merapi pasca erupsi abu vulkanik tampak tebal hiasan awan jarak pandang semakin menipis malam aktivitas gunung merapi tampak aktif mengeluarkan guguran awan panas hajar prasetyo,0.18061015893606305,0.2642730025192019,0.21134152176446816,0.23116436673609625,0.14927614669854758,gunung
kebo dah turun gunung emas biar peppoboy bs nyapres,0.3082818668905632,0.37381129037203376,0.3274479946058315,0.3410465786312985,0.1027482241770358,gunung
monggo ngopi gunung kidul,0.1751401919397099,0.5254839757202602,0.596023581681792,0.5813332903832009,,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
 allah permintaan mu bukan allah telah mengecewakan nya sebesar gunung tetap memaafkannya,0.5106129098236146,0.2384895713902278,0.08397156629941173,0.32116301358388616,0.32116301358388616,gunung
 tanjakan gunung mungker arah pinus pengger jalanya bikin mblenger buyer ,0.25039133732081964,0.22083045478805666,0.35455093840073354,0.09270120272632046,0.35455093840073354,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
beginiah kondisi terkini salah desa terdampak erupsi gunung merapi parah desa jombong kec,0.32474876080068976,0.4935745074565524,0.20240194018402421,0.10529298371192278,0.31591706668584935,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
di kelilingi gunung,0.5337123098015534,0.21391758247402554,0.8181628433721242,,,gunung
mandali salah kata istilah populer setiap kali gunung merapi batuk memuntahkan lava dalam pe,0.30178967277970653,0.26220399104814973,0.109132310773901,0.30178967277970653,0.2538167907252592,gunung
min tlong cari gambar lelaki cina gunung ledang belakang lembaga hitam prasan ada,0.23281409774392486,0.22525518994130483,0.2381477524692617,0.27199143632515854,0.27199143632515854,gunung
yaa orang gunung sinabung maleeeehhhhh yasalam susah dikasi taunya makannya apaan pak bisa awet,0.29991800093585796,0.3089652348165506,0.23466421643485938,0.29991800093585796,0.08813023152853036,gunung
tujuan mengirim video gunung meletus ikut prihatin peristiwa yokarta di,0.2777696805508729,0.11133304864210226,0.307875496092789,0.24444726881604537,0.36954171842969075,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
gorengan toping abu vulkanik gunung merapi,0.3841797971256995,0.5264238242307802,0.16518382764660675,0.20090085469301325,0.6009600677358495,gunung
cek lapepa yuk sepatu sandal wanita wedges jovanka model ban tali strap belakang hak tinggi sole cm spatu sendal gunung cewek warna black hitam black cewe kekinian premium terbaru shoes ori original mall official store,0.16554115534584019,0.12250706358541576,0.361197340731272,0.13993675874967332,0.15673307370521405,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
mandali salah kata istilah populer setiap kali gunung merapi batuk memuntahkan lava dalam pe,0.30178967277970653,0.26220399104814973,0.109132310773901,0.30178967277970653,0.2538167907252592,gunung
mjb emang gunung aktif kak,0.49078229316052446,0.5055870803919368,0.1442152754798814,0.422470678009999,0.5515749499396143,gunung
kabupaten magelang terkena dampak erupsi gunung merapi organisasi pengurangan risiko bencana oprb desa krinjing mega bornpinkinjakarta munsou giselle,0.19261696881066565,0.27010509844879177,0.27010509844879177,0.17401151361196227,0.14271510151897468,gunung
pantes suhu kota makin panas gunung api meletus sebuah thread singkat siang panas ini,0.23999237228772238,0.10690785977575633,0.2546731930155955,0.2131534089243306,0.3066131734648741,gunung
kebanyakan fomo doang mereka mah keliatannya mentang kegiatan naik gunung trend alat perlengkapan pendakian mudah didapat,0.26195852884546866,0.29440704044906296,0.250043071344377,0.28004834532356504,0.07697592583968224,gunung
susah nyari temen mendaki gunung bukit semacamnya bersusah wkwk,0.42111641716431575,0.31271307587439157,0.11010547182590734,0.3157839676446736,0.34492857860570514,gunung
tahukah menggapai puncak rajawali melalui jalur kaliangkrik perlu turun kawah naik bibir,0.29899168113724384,0.2833157010044681,0.3150871028335002,0.2925306733981323,0.27005517659547457,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
bersyukur la dah kerja walaupun gaji tak setinggi gunung kerja dapat bagi rezeki aku,0.22833629883387627,0.2066447898625447,0.30285971811355994,0.2652964474253129,0.23216924124831598,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
mereka menyebutnya sebagai gunung api kiamat gunung merapi meletus pulau jawa,0.31214989397546916,0.2781028144856076,0.28830954837648304,0.37286336041299667,0.30530679919490633,gunung
rasulullah saw bersabda menjadikan kota madinah sebagai tanah suci antara gunung teladanrasul,0.2698348253282065,0.3394389918665565,0.08875001978608328,0.17695021955528253,0.3394389918665565,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
mandali salah kata istilah populer setiap kali gunung merapi batuk memuntahkan lava dalam pe,0.30178967277970653,0.26220399104814973,0.109132310773901,0.30178967277970653,0.2538167907252592,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
gunung merapi erupsi bpptkg sebut warga wisatawan bisa beraktivitas tempotravel,0.4575963712019115,0.31857468338162787,0.35048917507539323,0.22998766294585887,0.11964355295450327,gunung
tujuan malang poris andalannya gunung harta rosalia indah trans,0.36083558178997394,0.1060307259572705,0.3717204366194373,0.27508796268697927,0.23802333627527444,gunung
pendakian gunung mana indonesia menurut kalian paling berkesan mendakigunung indonesia,0.3802960220073025,0.1045306600663461,0.43562970010566504,0.33954989183345546,0.2941312056108277,gunung
polda jateng hadir merapi wujud polda jateng hadir ratusan personel jajaran polda jateng diterjunkan membantu,0.2096159722389371,0.33648605775999996,0.20347792008203197,0.5315834544466732,0.20347792008203197,gunung
kangen merapi gak suasana candi prambanan berlatar belakang gunung merapi,0.35334120347560366,0.365198304662195,0.3601831680331872,0.34717336596389037,0.13619288880976987,gunung
maksudnya gimana pak gunung sinabung meletus kenapa dibilang pulau jawa,0.3951911182175728,0.37008166063980164,0.11612602323920551,0.24077599773147917,0.37008166063980164,gunung
awan panas guguran gunung merapi pagi minggu maret zoom luncuran,0.2828565562761084,0.29543064184738044,0.1900424115718404,0.38055713993188994,0.2932564437065033,gunung
info gunung merapi mengalami erupsi sabtu pukul wib luncuran awan panas gunung merapi mengarah barat d,0.1737265497509365,0.28422973085466324,0.35487876976070454,0.22437047969127027,0.23344279449188737,gunung
gunung lembah,0.30842269693529084,0.9512494099946458,,,,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
suka gunung anaknya mageran gampang capek baik pantai,0.4197694335793984,0.32581044407285753,0.42893380997000524,0.439772966647443,0.1292262993541246,gunung
pantes suhu kota makin panas gunung api meletus sebuah thread singkat siang panas ini,0.23999237228772238,0.10690785977575633,0.2546731930155955,0.2131534089243306,0.3066131734648741,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
 warga merapi video rekaman kejadian awan panas guguran gunung merapi maret pukul wib stasiun c,0.22552434982246297,0.29830349674382506,0.23554979349754265,0.15152270773810708,0.2874698488336654,gunung
seekor harimau sumatera ditemukan mati kabupaten aceh selatan harimau diduga mati setelah terjerat bagian leher ka,0.2131017187226911,0.21594484339492914,0.23575052533538376,0.2080647957797134,0.4834158814511957,gunung
pemutakhiran rekomendasi status aktivitas siaga gunung merapi wargamerapi badan geologi telah melakukan evaluasi terkait den,0.23862591962655527,0.23862591962655527,0.30739207451245887,0.30739207451245887,0.30739207451245887,gunung
kenaikan suhu kawah mempengaruhi temperatur sebuah kota panasnya cuaca sebuah kota tak lazim biasa,0.2391310570836126,0.2585247777857381,0.2197373363814871,0.3002340791502143,0.3290747348186221,gunung
